word_id,words,pron,letter_order,letter,type,meaning_cn,meaning_zh_
546,許可,きょか,7,き,名，サ変,许可,許可
547,去年,きょねん,7,き,名,去年,去年
548,嫌い,きらい,7,き,形動，名,讨厌,討厭
549,嫌う,きらう,7,き,自五,厌恶,厭惡
550,霧,きり,7,き,名,雾,霧
551,切る,きる,7,き,他五,切断,切斷
552,着る,きる,7,き,他上一,穿衣,穿衣
553,綺麗,きれい,7,き,形動,干净,乾淨
554,切れる,きれる,7,き,自下一,断裂,斷裂
555,記録,きろく,7,き,名，サ変,纪录,紀錄
556,銀行,ぎんこう,48,き,名,银行,銀行
557,禁止,きんし,7,き,名，サ変,禁止,禁止
558,禁じる,きんじる,7,き,他上一,禁止,禁止
559,具合,ぐあい,49,く,名,状况,狀況
560,食う,くう,8,く,他五,吃,吃
561,空間,くうかん,8,く,名,空间,空間
562,空気,くうき,8,く,名,空气,空氣
563,偶然,ぐうぜん,49,く,名，形動，副,偶然,偶然
564,潜る,くぐる,8,く,自五,潜水,潛水
565,草,くさ,8,く,名，接頭,草,草
566,臭い,くさい,8,く,形,气味,氣味
567,腐る,くさる,8,く,自五,腐烂,腐爛
568,愚図愚図,ぐずぐず,49,く,副,迟疑,遲疑
569,崩す,くずす,8,く,他五,打乱,打亂
570,薬,くすり,8,く,名,药,藥
571,崩れる,くずれる,8,く,自下一,崩坏,崩壞
572,癖,くせ,8,く,名,习惯,習慣
573,下さい,ください,8,く,連,请给我,請給我
574,下さる,くださる,8,く,他五,给予,給予
575,果物,くだもの,8,く,名,水果,水果
576,下る,くだる,8,く,自五,下降,下降
577,口,くち,8,く,名,嘴巴,嘴巴
578,靴,くつ,8,く,名,鞋子,鞋子
579,国,くに,8,く,名,国家,國家
580,配る,くばる,8,く,他五,分发,分發
581,首,くび,8,く,名,脖子,脖子
582,組み立てる,くみたてる,8,く,他下一,组装,組裝
583,汲む,くむ,8,く,他五,汲取,汲取
584,組む,くむ,8,く,自他五,组织,組織
585,雲,くも,8,く,名,云,雲
586,曇る,くもる,8,く,自五,阴天,陰天
587,悔しい,くやしい,8,く,形,懊悔,懊悔
588,位,くらい,8,く,副助,位置,位置
589,暗い,くらい,8,く,形,黑暗,黑暗
590,暮らす,くらす,8,く,自五,生活,生活
591,比べる,くらべる,8,く,自他下一,比较、对照,比較、對照
592,較べる,くらべる,8,く,自他下一,比较、对比,比較、對比
593,来る,くる,8,く,力変,来,來
594,苦しい,くるしい,8,く,形,痛苦,痛苦
595,苦しむ,くるしむ,8,く,自五,受苦,受苦
596,車,くるま,8,く,名,车辆,車輛
597,暮れる,くれる,8,く,自下一,天黑,天黑
598,呉れる,くれる,8,く,他下一,给予,給予
599,黒,くろ,8,く,名,黑色,黑色
600,黒い,くろい,8,く,形,黑暗,黑暗
601,苦労,くろう,8,く,名，サ変,辛劳,辛勞
602,加える,くわえる,8,く,他下一,增加,增加
603,詳しい,くわしい,8,く,形,详细,詳細
604,加わる,くわわる,8,く,自五,参加,參加
605,計画,けいかく,9,け,名，サ変,计划,計畫
606,景気,けいき,9,け,名,景气,景氣
607,経験,けいけん,9,け,名，サ変,经验,經驗
608,傾向,けいこう,9,け,名,趋势,趨勢
609,経済,けいざい,9,け,名,经济,經濟
610,警察,けいさつ,9,け,名,警察,警察
611,計算,けいさん,9,け,名，サ変,计算,計算
612,形式,けいしき,9,け,名,形式,形式
613,芸術,げいじゅつ,50,け,名,艺术,藝術
614,怪我,けが,9,け,名，サ変,受伤,受傷
615,消す,けす,9,け,他五,熄灭,熄滅
616,削る,けずる,9,け,他五,削减,削減
617,結果,けっか,9,け,名,结果,結果
618,結構,けっこう,9,け,名，形動,适当,適當
619,結婚,けっこん,9,け,名，サ変,结婚,結婚
620,決して,けっして,9,け,副,绝对,絕對
621,決心,けっしん,9,け,名，サ変,决心,決心
622,決断,けつだん,9,け,名，サ変,决断,決斷
623,決定,けってい,9,け,名，サ変,确定,確定
624,結論,けつろん,9,け,名,结论,結論
625,煙,けむり,9,け,名,烟雾,煙霧
626,蹴る,ける,9,け,他五,踢,踢
627,けれども,けれども,9,け,接続，助,但是,但是
628,険しい,けわしい,9,け,形,陡峭,陡峭
629,権威,けんい,9,け,名,权威,權威
630,原因,げんいん,50,け,名,原因,原因
631,喧嘩,けんか,9,け,名，サ変,争吵,爭吵
632,見学,けんがく,9,け,名，サ変,参观,參觀
633,玄関,げんかん,50,け,名,玄关,玄關
634,元気,げんき,50,け,名，形動,健康,健康
635,現金,げんきん,50,け,名，形動,现金,現金
636,言語,げんご,50,け,名,语言,語言
637,健康,けんこう,9,け,名，形動,健康,健康
638,検査,けんさ,9,け,名，サ変,检查,檢查
639,現在,げんざい,50,け,名,现在,現在
640,現象,げんしょう,50,け,名,现象,現象
641,建設,けんせつ,9,け,名，サ変,建设,建設
642,現代,げんだい,50,け,名,现代,現代
643,建築,けんちく,9,け,名，サ変,建筑,建築
644,権利,けんり,9,け,名,权利,權利
645,原料,げんりょう,50,け,名,原料,原料
646,鯉,こい,10,こ,名,鲤鱼,鯉魚
647,濃い,こい,10,こ,形,浓厚,濃厚
648,語彙,ごい,51,こ,名,词汇,詞彙
649,行為,こうい,10,こ,名,行为,行為
650,公園,こうえん,10,こ,名,公园,公園
651,効果,こうか,10,こ,名,效果,效果
652,合格,ごうかく,51,こ,名，サ変,合格,合格
653,交換,こうかん,10,こ,名，サ変,交换,交換
654,工業,こうぎょう,10,こ,名,工业,工業
655,工事,こうじ,10,こ,名，サ変,工程,工程
656,構造,こうぞう,10,こ,名,结构,結構
657,交通,こうつう,10,こ,名,交通,交通
658,行動,こうどう,10,こ,名，サ変,行动,行動
659,被る,こうむる,10,こ,他五,戴帽,戴帽
660,交流,こうりゅう,10,こ,名，サ変,交流,交流
661,声,こえ,10,こ,名,声音,聲音
662,越える,こえる,10,こ,自下一,跨越、超过,跨越、超過
663,超える,こえる,10,こ,自下一,超越、超过,超越、超過
664,氷,こおり,10,こ,名,冰,冰
665,凍る,こおる,10,こ,自五,结冰,結冰
666,故郷,こきょう,10,こ,名,故乡,故鄉
667,国語,こくご,10,こ,名,国语,國語
668,国際,こくさい,10,こ,名,国际,國際
669,国民,こくみん,10,こ,名,国民,國民
670,此処,ここ,10,こ,代,这里,這裡
671,午後,ごご,51,こ,名,下午,下午
672,心,こころ,10,こ,名,心,心
673,志す,こころざす,10,こ,他五,立志,立志
674,試みる,こころみる,10,こ,他上一,尝试,嘗試
675,腰,こし,10,こ,名,腰,腰
676,故障,こしょう,10,こ,名，サ変,故障,故障
677,個人,こじん,10,こ,名,个人,個人
678,越す,こす,10,こ,他五,超越,超越
679,答える,こたえる,10,こ,他下一,回答,回答
680,拘る,こだわる,10,こ,自五,执着,執著
681,ご馳走,ごちそう,51,こ,名，サ変,款待,款待
682,此方,こちら,10,こ,代,这边,這邊
683,事,こと,10,こ,名,事情,事情
684,今年,ことし,10,こ,名,今年,今年
685,異なる,ことなる,10,こ,自五,不同,不同
686,言葉,ことば,10,こ,名,词语,詞語
687,子供,こども,10,こ,名,孩子,孩子
688,断る,ことわる,10,こ,他五,拒绝,拒絕
689,粉,こな,10,こ,名,粉末,粉末
690,この,この,10,こ,連体,这个,這個
691,この頃,このごろ,10,こ,名,最近,最近
692,好む,このむ,10,こ,他五,喜好,喜好
693,拒む,こばむ,10,こ,他五,拒绝,拒絕
694,ご飯,ごはん,51,こ,名,饭,飯
695,ご無沙汰,ごぶさた,51,こ,名，サ変,久未联络,久未聯絡
696,零れる,こぼれる,10,こ,自下一,溢出,溢出
697,細かい,こまかい,10,こ,形,细小,細小
698,誤魔化す,ごまかす,51,こ,他五,欺骗,欺騙
699,困る,こまる,10,こ,自五,困扰,困擾
700,込む,こむ,10,こ,自五,拥挤,擁擠
701,米,こめ,10,こ,名,米,米
702,御免,ごめん,51,こ,名,抱歉,抱歉
703,籠（も）る,こもる,10,こ,自五,隐居,隱居
704,凝らす,こらす,10,こ,他五,集中,集中
705,凝る,こる,10,こ,自五,专注,專注
706,此れ,これ,10,こ,代，感,这个、此物,這個、此物
707,是,これ,10,こ,代，感,这个、此物,這個、此物
708,頃,ころ,10,こ,名,时期,時期
709,転がす,ころがす,10,こ,他五,滚动（他动）,滾動（他動）
710,転がる,ころがる,10,こ,自五,滚动（自动）,滾動（自動）
711,ごろごろ,ごろごろ,51,こ,副，サ変,滚来滚去,滾來滾去
712,殺す,ころす,10,こ,他五,杀害,殺害
713,転ぶ,ころぶ,10,こ,自五,摔倒,摔倒
714,怖い,こわい,10,こ,形,害怕,害怕
715,壊す,こわす,10,こ,他五,破坏（他动）,破壞（他動）
716,声高,こわだか,10,こ,形動,高声,高聲
717,強張る,こわばる,10,こ,自五,僵硬,僵硬
718,壊れる,こわれる,10,こ,自下一,破坏（自动）,破壞（自動）
719,今月,こんげつ,10,こ,名,这个月,這個月
720,今後,こんご,10,こ,名,今后,今後
721,今週,こんしゅう,10,こ,名,这周,這週
722,今度,こんど,10,こ,名,这次,這次
723,困難,こんなん,10,こ,名，形動,困难,困難
724,今日,こんにち,10,こ,名,今天,今天
725,今晩,こんばん,10,こ,名,今晚,今晚
726,混乱,こんらん,10,こ,名，サ変,混乱,混亂
727,最近,さいきん,11,さ,名,最近,最近
728,最後,さいご,11,さ,名,最后,最後
729,最高,さいこう,11,さ,名，形動,最高,最高
730,財産,ざいさん,52,さ,名,财产,財產
731,最終,さいしゅう,11,さ,名,最终,最終
732,最低,さいてい,11,さ,名,最低,最低
733,才能,さいのう,11,さ,名,才能,才能
734,財布,さいふ,11,さ,名,钱包,錢包
735,材料,ざいりょう,52,さ,名,材料,材料
736,幸い,さいわい,11,さ,名，形動，サ変,幸福,幸福
737,坂,さか,11,さ,名,坡,坡
738,探す,さがす,11,さ,他五,寻找、搜索,尋找、搜索
739,捜す,さがす,11,さ,他五,寻找、搜查,尋找、搜查
740,魚,さかな,11,さ,名,鱼,魚
741,肴,さかな,11,さ,名,下酒菜,下酒菜
742,逆らう,さからう,11,さ,自五,违抗,違抗
743,盛り,さかり,11,さ,名,繁盛,繁盛
744,下がる,さがる,11,さ,自五,下降,下降
745,先,さき,11,さ,名,之前,之前
746,作業,さぎょう,11,さ,名，サ変,作业,作業
747,咲く,さく,11,さ,自五,绽放,綻放
748,作文,さくぶん,11,さ,名,作文,作文
749,桜,さくら,11,さ,名,樱花,櫻花
750,探る,さぐる,11,さ,他五,探索,探索
751,酒,さけ,11,さ,名,酒,酒
752,叫ぶ,さけぶ,11,さ,自五,喊叫,喊叫
753,避ける,さける,11,さ,他下一,避免,避免
754,下げる,さげる,11,さ,他下一,降低,降低
755,支える,ささえる,11,さ,他下一,支撑,支撐
756,捧げる,ささげる,11,さ,他下一,奉献,奉獻
757,差し上げる,さしあげる,11,さ,他下一,赠送,贈送
758,指す,さす,11,さ,他五,指示,指示
759,差す,さす,11,さ,自他五,照射,照射
760,さすが,さすが,11,さ,副,果然,果然
761,誘う,さそう,11,さ,他五,邀请,邀請
762,雑誌,ざっし,52,さ,名,杂志,雜誌
763,砂糖,さとう,11,さ,名,砂糖,砂糖
764,寂しい,さびしい,11,さ,形,寂寞,寂寞
765,様,さま,11,さ,名，代,样子,樣子
766,妨げる,さまたげる,11,さ,他下一,妨碍,妨礙
767,寒い,さむい,11,さ,形,寒冷,寒冷
768,作用,さよう,11,さ,名，サ変,作用,作用
769,さよなら,さよなら,11,さ,感,再见,再見
770,皿,さら,11,さ,名，接尾,盘子,盤子
771,更に,さらに,11,さ,副,更加,更加
772,去る,さる,11,さ,自他五,离开,離開
773,騒ぐ,さわぐ,11,さ,自五,喧闹,喧鬧
774,触る,さわる,11,さ,自五,触摸,觸摸
775,さん,さん,11,さ,接尾,先生,先生
776,産業,さんぎょう,11,さ,名,产业,產業
777,賛成,さんせい,11,さ,名，サ変,赞成,贊成
778,残念,ざんねん,52,さ,形動,遗憾,遺憾
779,散歩,さんぽ,11,さ,名，サ変,散步,散步
780,試合,しあい,12,し,名，サ変,比赛,比賽
781,幸せ,しあわせ,12,し,形動,幸福,幸福
782,塩,しお,12,し,名,盐,鹽
783,萎れる,しおれる,12,し,自下一,枯萎,枯萎
784,然し,しかし,12,し,接続,但是、然而,但是、然而
785,併し,しかし,12,し,接続,但是、然而(较正式),但是、然而(較正式)
786,しかも,しかも,12,し,接続,而且,而且
787,時間,じかん,53,し,名,时间,時間
788,四季,しき,12,し,名,四季,四季
789,刺激,しげき,12,し,名，サ変,刺激,刺激
790,試験,しけん,12,し,名，サ変,考试,考試
791,事件,じけん,53,し,名,事件,事件
792,時刻,じこく,53,し,名,时刻,時刻
793,仕事,しごと,12,し,名,工作,工作
794,事実,じじつ,53,し,名，副,事实,事實
795,辞書,じしょ,53,し,名,词典,詞典
796,事情,じじょう,53,し,名,情况,情況
797,静か,しずか,12,し,形動,安静,安靜
798,沈む,しずむ,12,し,自五,沉没,沉沒
799,姿勢,しせい,12,し,名,姿势,姿勢
800,自然,しぜん,12,し,名，形動,自然,自然
801,下,した,12,し,名,下方,下方
802,舌,した,12,し,名,舌头,舌頭
803,時代,じだい,53,し,名,时代,時代
804,従う,したがう,12,し,自五,服从,服從
805,従って,したがって,12,し,接続,因此,因此
806,支度,したく,12,し,名，サ変,准备、打点,準備、打點
807,仕度,したく,12,し,名，サ変,准备、筹备,準備、籌備
808,親しい,したしい,12,し,形,亲密,親密
809,しっかり,しっかり,12,し,副，サ変,牢固,牢固
810,躾,しつけ,12,し,名,教养,教養
811,実験,じっけん,53,し,名，サ変,实验,實驗
812,実行,じっこう,53,し,名，サ変,实行,實行
813,実際,じっさい,53,し,名，副,实际,實際
814,じっと,じっと,53,し,副，サ変,静止,靜止
815,失敗,しっぱい,12,し,名，サ変,失败,失敗
816,失礼,しつれい,12,し,形動，サ変,失礼,失禮
817,指導,しどう,12,し,名，サ変,指导,指導
818,品物,しなもの,12,し,名,商品,商品
819,死ぬ,しぬ,12,し,自五,死亡,死亡
820,暫く,しばらく,12,し,副,暂时,暫時
821,渋い,しぶい,12,し,形,苦涩,苦澀
822,自分,じぶん,53,し,名,自己,自己
823,絞る,しぼる,12,し,他五,挤压、榨取,擠壓、榨取
824,搾る,しぼる,12,し,他五,挤压、榨取,擠壓、榨取
825,島,しま,12,し,名,岛屿,島嶼
826,仕舞う,しまう,12,し,自他五,收起,收起
827,了う,しまう,12,し,補動,关闭（自动）,關閉（自動）
828,閉まる,しまる,12,し,自五,紧闭,緊閉
829,締まる,しまる,12,し,自五,紧闭,緊閉
830,自慢,じまん,53,し,名，サ変,自豪,自豪
831,事務,じむ,53,し,名,事务,事務
832,示す,しめす,12,し,他五,显示,顯示
833,閉める,しめる,12,し,他下一,关闭（他动）,關閉（他動）
834,占める,しめる,12,し,他下一,占据,佔據
835,社会,しゃかい,12,し,名,社会,社會
836,写真,しゃしん,12,し,名,照片,照片
837,喋る,しゃべる,12,し,他五,聊天,聊天
838,邪魔,じゃま,53,し,名，サ変,妨碍,妨礙
839,週,しゅう,12,し,名,星期,星期
840,自由,じゆう,53,し,名，形動,自由,自由
841,習慣,しゅうかん,12,し,名,习惯,習慣
842,宗教,しゅうきょう,12,し,名,宗教,宗教
843,収入,しゅうにゅう,12,し,名,收入,收入
844,十分,じゅうぶん,53,し,形動，副,充分,充分
845,重要,じゅうよう,53,し,形動,重要,重要
846,授業,じゅぎょう,53,し,名，サ変,课程,課程
847,宿題,しゅくだい,12,し,名,作业,作業
848,主権,しゅけん,12,し,名,主权,主權
849,手術,しゅじゅつ,12,し,名，サ変,手术,手術
850,首相,しゅしょう,12,し,名,首相,首相
851,手段,しゅだん,12,し,名,手段,手段
852,主張,しゅちょう,12,し,名，サ変,主张,主張
853,出席,しゅっせき,12,し,名，サ変,出席,出席
854,出張,しゅっちょう,12,し,名，サ変,出差,出差
855,首都,しゅと,12,し,名,首都,首都
856,趣味,しゅみ,12,し,名,兴趣,興趣
857,種類,しゅるい,12,し,名,种类,種類
858,順序,じゅんじょ,53,し,名,顺序,順序
859,順調,じゅんちょう,53,し,名，形動,顺利,順利
860,準備,じゅんび,53,し,名，サ変,准备,準備
861,消化,しょうか,12,し,名，サ変,消化,消化
862,紹介,しょうかい,12,し,名，サ変,介绍,介紹
863,正月,しょうがつ,12,し,名,新年,新年
864,商業,しょうぎょう,12,し,名,商业,商業
865,状況,じょうきょう,53,し,名,状况,狀況
866,情況,じょうきょう,53,し,名,情况,情況
867,条件,じょうけん,53,し,名,条件,條件
868,証拠,しょうこ,12,し,名,证据,證據
869,常識,じょうしき,53,し,名,常识,常識
870,上手,じょうず,53,し,名，形動,擅长,擅長
871,状態,じょうたい,53,し,名,状态,狀態
872,上達,じょうたつ,53,し,名，形動,进步,進步
873,冗談,じょうだん,53,し,名,玩笑,玩笑
874,承知,しょうち,12,し,名，サ変,知晓,知曉
875,象徴,しょうちょう,12,し,名，サ変,象征,象徵
876,商売,しょうばい,12,し,名,生意,生意
877,消費,しょうひ,12,し,名，サ変,消费,消費
878,丈夫,じょうぶ,53,し,形動,结实,結實
879,情報,じょうほう,53,し,名,信息,資訊
880,証明,しょうめい,12,し,名，サ変,证明,證明
881,正面,しょうめん,12,し,名,正面,正面
882,将来,しょうらい,12,し,名,未来,未來
883,初級,しょきゅう,12,し,名,初级,初級
884,食事,しょくじ,12,し,名，サ変,用餐,用餐
885,食品,しょくひん,12,し,名,食品,食品
886,植物,しょくぶつ,12,し,名,植物,植物
887,食料,しょくりょう,12,し,名,食物,食物
888,女性,じょせい,53,し,名,女性,女性
889,処置,しょち,12,し,名，サ変,处理,處理
890,食器,しょっき,12,し,名,餐具,餐具
891,知らせる,しらせる,12,し,他下一,通知,通知
892,調べる,しらべる,12,し,他下一,调查,調查
893,尻,しり,12,し,名,屁股,屁股
894,じりじり,じりじり,53,し,副,焦急,焦急
895,退く,しりぞく,12,し,自五,后退,後退
896,私立,しりつ,12,し,名,私立,私立
897,資料,しりょう,12,し,名,资料,資料
898,汁,しる,12,し,名,汤汁,湯汁
899,知る,しる,12,し,他五,知道,知道
900,印,しるし,12,し,名,标志,標誌
901,記す,しるす,12,し,他五,记录,記錄
902,白,しろ,12,し,名,白色,白色
903,白い,しろい,12,し,形,白的,白的
904,人格,じんかく,53,し,名,人格,人格
905,進行,しんこう,12,し,名，サ変,进行,進行
906,人口,じんこう,53,し,名,人口,人口
907,信じる,しんじる,12,し,他上一,相信,相信
908,心身,しんしん,12,し,名,身心,身心
909,人生,じんせい,53,し,名,人生,人生
910,親切,しんせつ,12,し,名，形動,亲切,親切
911,新鮮,しんせん,12,し,形動,新鲜,新鮮
912,心配,しんぱい,12,し,名，サ変,担心,擔心
913,人物,じんぶつ,53,し,名,人物,人物
914,新聞,しんぶん,12,し,名,报纸,報紙
915,進歩,しんぽ,12,し,名，サ変,进步,進步
916,信用,しんよう,12,し,名，サ変,信用,信用
917,心理,しんり,12,し,名,心理,心理
918,酢,す,13,す,名,醋,醋
919,随分,ずいぶん,54,す,副，サ変,相当,相當
920,吸う,すう,13,す,他五,吸入,吸入
921,数学,すうがく,13,す,名,数学,數學
922,末,すえ,13,す,名,末尾,末尾
923,据える,すえる,13,す,他下一,安置,安置
924,姿,すがた,13,す,名,姿态,姿態
925,好き,すき,13,す,形動,喜欢,喜歡
926,過ぎる,すぎる,13,す,自上一,超过,超過
927,空く,すく,13,す,自五,空闲,空閒
928,透く,すく,13,す,自五,透明,透明
929,直ぐ,すぐ,13,す,副,立刻,立刻
930,救う,すくう,13,す,他五,拯救,拯救
931,少ない,すくない,13,す,形,稀少,稀少
932,優れる,すぐれる,13,す,自下一,优秀,優秀
933,凄い,すごい,13,す,形,厉害,厲害
934,少し,すこし,13,す,副,一点,一點
935,過ごす,すごす,13,す,他五,度过,度過
936,涼しい,すずしい,13,す,形,凉爽,涼爽
937,進む,すすむ,13,す,自五,前进,前進
938,雀,すずめ,13,す,名,麻雀,麻雀
939,進める,すすめる,13,す,他下一,推进,推進
940,勧める,すすめる,13,す,他下一,推荐,推薦
941,薦める,すすめる,13,す,他下一,引荐,引薦
942,廃れる,すたれる,13,す,自下一,过时,過時
943,すっかり,すっかり,13,す,副,完全,完全
944,すっきり,すっきり,13,す,副,清爽,清爽
945,ずっと,ずっと,54,す,副,一直,一直
946,酸っぱい,すっぱい,13,す,形,酸的,酸的
947,既に,すでに,13,す,副,已经,已經
948,捨てる,すてる,13,す,他下一,丢弃,丟棄
949,砂,すな,13,す,名,沙子,沙子
950,素直,すなお,13,す,形動,坦率,坦率
951,即ち,すなわち,13,す,接続,即是,即是
952,素晴らしい,すばらしい,13,す,形,美好,美好
953,全て,すべて,13,す,副,全部,全部
954,滑る,すべる,13,す,自五,滑动,滑動
955,住まう,すまう,13,す,自五,居住,居住
956,済ます,すます,13,す,他五,结束（他动）,結束（他動）
957,隅,すみ,13,す,名,角落,角落
958,住む,すむ,13,す,自五,居住,居住
959,済む,すむ,13,す,自五,结束（自动）,結束（自動）
960,澄む,すむ,13,す,自五,清澈,清澈
961,相撲,すもう,13,す,名,相扑,相撲
962,する,する,13,す,サ変,做,做
963,狡い,ずるい,54,す,形,狡猾,狡猾
964,鋭い,するどい,13,す,形,锐利,銳利
965,座る,すわる,13,す,自五,坐下,坐下
966,坐る,すわる,13,す,自五,坐下,坐下
967,背,せ,14,せ,名,背部,背部
968,所為,せい,14,せ,名,行为,行為
969,性格,せいかく,14,せ,名,性格,性格
970,正確,せいかく,14,せ,形動,正确,正確
971,生活,せいかつ,14,せ,名，サ変,生活,生活
972,制限,せいげん,14,せ,名，サ変,限制,限制
973,成功,せいこう,14,せ,名，サ変,成功,成功
974,生産,せいさん,14,せ,名，サ変,生产,生產
975,政治,せいじ,14,せ,名,政治,政治
976,性質,せいしつ,14,せ,名,性质,性質
977,青春,せいしゅん,14,せ,名,青春,青春
978,精神,せいしん,14,せ,名,精神,精神
979,成績,せいせき,14,せ,名,成绩,成績
980,生徒,せいと,14,せ,名,学生,學生
981,制度,せいど,14,せ,名,制度,制度
982,政府,せいふ,14,せ,名,政府,政府
983,生命,せいめい,14,せ,名,生命,生命
984,整理,せいり,14,せ,名，サ変,整理,整理
985,成立,せいりつ,14,せ,名，サ変,成立,成立
986,世界,せかい,14,せ,名,世界,世界
987,責任,せきにん,14,せ,名,责任,責任
988,世間,せけん,14,せ,名,世间,世間
989,折角,せっかく　,14,せ,副,特意,特意
990,絶対,ぜったい,55,せ,名，副,绝对,絕對
991,説明,せつめい,14,せ,名，サ変,说明,說明
992,是非,ぜひ,55,せ,名，副,务必,務必
993,狭い,せまい,14,せ,形,狭窄,狹窄
994,迫る,せまる,14,せ,自五,逼近,逼近
995,せめて,せめて,14,せ,副,至少,至少
996,攻める,せめる,14,せ,他下一,攻击,攻擊
997,責める,せめる,14,せ,他下一,责备,責備
998,世話,せわ,14,せ,名，サ変,照顾,照顧
999,線,せん,14,せ,名,线,線
1000,選挙,せんきょ,14,せ,名，サ変,选举,選舉
1001,先月,せんげつ,14,せ,名,上个月,上個月
1002,先生,せんせい,14,せ,名,老师,老師
1003,全然,ぜんぜん,55,せ,副,完全不,完全不
1004,戦争,せんそう,14,せ,名,战争,戰爭
1005,洗濯,せんたく,14,せ,名，サ変,洗衣,洗衣
1006,宣伝,せんでん,14,せ,名，サ変,宣传,宣傳
1007,先輩,せんぱい,14,せ,名,前辈,前輩
1008,全部,ぜんぶ,55,せ,名,全部,全部
1009,添う,そう,15,そ,自五,符合,符合
1010,沿う,そう,15,そ,自五,沿着,沿著
1011,増加,ぞうか,56,そ,名，サ変,增加,增加
1012,相互,そうご,15,そ,名，形動,相互,相互
1013,総合,そうごう,15,そ,名，サ変,综合,綜合
1014,想像,そうぞう,15,そ,名，サ変,想象,想像
1015,相談,そうだん,15,そ,名，サ変,商量,商量
1016,相当,そうとう,15,そ,名，サ変，行動，副,相当,相當
1017,底,そこ　,15,そ,名,底部,底部
1018,其処,そこ　,15,そ,代,那里,那裡
1019,そこで,そこで,15,そ,接続,于是,於是
1020,損なう,そこなう,15,そ,他五,损害,損害
1021,組織,そしき,15,そ,名，サ変,组织,組織
1022,そして,そして,15,そ,接続,然后,然後
1023,注ぐ,そそぐ,15,そ,自他五,注入,注入
1024,育てる,そだてる,15,そ,他五,培育,培育
1025,そちら,そちら,15,そ,代,那边,那邊
1026,卒業,そつぎょう,15,そ,名，サ変,毕业,畢業
1027,外,そと,15,そ,名,外面,外面
1028,備える,そなえる,15,そ,自下一,准备,準備
1029,其の,その,15,そ,連体,那个,那個
1030,そのまま,そのまま,15,そ,副,原样,原樣
1031,側,そば,15,そ,名,旁边,旁邊
1032,聳える,そびえる,15,そ,自下一,矗立,矗立
1033,祖父,そふ,15,そ,名,祖父,祖父
1034,祖母,そぼ,15,そ,名,祖母,祖母
1035,背く,そむく,15,そ,自五,违背,違背
1036,空,そら,15,そ,名,天空,天空
1037,それ,それ,15,そ,代,那个,那個
1038,それだけ,それだけ,15,そ,副,仅此,僅此
1039,それで,それで,15,そ,接続,因此,因此
1040,揃う,そろう,15,そ,自五,齐全,齊全
1041,揃える,そろえる,15,そ,他下一,整理,整理
1042,そろそろ,そろそろ,15,そ,副,差不多,差不多
1043,存在,そんざい,15,そ,名，サ変,存在,存在
1044,体育,たいいく,16,た,名,体育,體育
1045,第一,だいいち,57,た,名,第一,第一
1046,大学,だいがく,57,た,名,大学,大學
1047,大事,だいじ,57,た,名，形動,重要,重要
1048,大した,たいした,16,た,連体,了不起,了不起
1049,対象,たいしょう,16,た,名,对象,對象
1050,大丈夫,だいじょうぶ,57,た,形動,没问题,沒問題
1051,対する,たいする,16,た,サ変,对于,對於
1052,大切,たいせつ,16,た,形動,珍贵,珍貴
1053,体操,たいそう,16,た,名,体操,體操
1054,大体,だいたい,57,た,名，副,大约,大約
1055,大抵,たいてい,16,た,副,大概,大概
1056,態度,たいど,16,た,名,态度,態度
1057,代表,だいひょう,57,た,名，サ変,代表,代表
1058,大分,だいぶ,57,た,副,相当,相當
1059,大変,たいへん,16,た,形動,辛苦,辛苦
1060,太陽,たいよう,16,た,名,太阳,太陽
1061,平ら,たいら,16,た,形動,平坦,平坦
1062,絶える,たえる,16,た,自下一,终止,終止
1063,耐える,たえる,16,た,自下一,忍耐,忍耐
1064,倒す,たおす,16,た,他五,推倒,推倒
1065,倒れる,たおれる,16,た,自下一,倒下,倒下
1066,高い,たかい,16,た,形,高的,高的
1067,互いに,たがいに,16,た,副,互相,互相
1068,高まる,たかまる,16,た,自五,提高（自动）,提高（自動）
1069,高める,たかめる,16,た,他下一,提高（他动）,提高（他動）
1070,耕す,たがやす,16,た,他五,耕作,耕作
1071,宝,たから,16,た,名,宝藏,寶藏
1072,炊く,たく,16,た,他五,煮饭,煮飯
1073,焚く,たく,16,た,他五,燃烧,燃燒
1074,抱く,だく,57,た,他五,怀抱,懷抱
1075,沢山,たくさん,16,た,副,很多,很多
1076,逞しい,たくましい,16,た,形,健壮,健壯
1077,巧み,たくみ,16,た,形動,巧妙,巧妙
1078,企む,たくらむ,16,た,他五,策划,策劃
1079,蓄える,たくわえる,16,た,他下一,储备,儲備
1080,竹,たけ,16,た,名,竹子,竹子
1081,確か,たしか,16,た,副，形動,确实,確實
1082,確かめる,たしかめる,16,た,他下一,确认,確認
1083,出し抜く,だしぬく,57,た,他五,胜过,勝過
1084,助かる,たすかる,16,た,自五,获救,獲救
1085,助ける,たすける,16,た,他下一,帮助,幫助
1086,尋ねる,たずねる,16,た,他下一,询问,詢問
1087,訪ねる,たずねる,16,た,他下一,拜访,拜訪
1088,ただ,ただ,16,た,名,平常的,平常的
1089,ただ,ただ,16,た,副，接続,仅仅,僅僅
1090,唯今,ただいま,16,た,副，感,现在,現在
1091,戦う,たたかう,16,た,自五,战争、对抗,戰爭、對抗
